fold,encoder_method,stage,epoch,train_loss,validation_loss,loss,train_valid_anchor_pct,train_positive_pair_count,train_hard_negative_pair_count,validation_valid_anchor_pct,validation_positive_pair_count,validation_hard_negative_pair_count,valid_anchor_pct,positive_pair_count,hard_negative_pair_count
4,vanilla,outer_refit,5,,,0.1041173205594532,,,,,,,,,
4,vanilla,outer_refit,6,,,0.0951736181501473,,,,,,,,,
4,vanilla,outer_refit,7,,,0.0819941102876327,,,,,,,,,
4,vanilla,outer_refit,8,,,0.082063194271177,,,,,,,,,
4,vanilla,outer_refit,9,,,0.0830026450683362,,,,,,,,,
4,vanilla,outer_refit,10,,,0.0807644232198072,,,,,,,,,
4,vanilla,outer_refit,11,,,0.0733378903358243,,,,,,,,,
4,vanilla,outer_refit,12,,,0.0773098499339539,,,,,,,,,
4,vanilla,outer_refit,13,,,0.0694810118075111,,,,,,,,,
4,vanilla,outer_refit,14,,,0.0698703539383132,,,,,,,,,
4,guided,inner_selection,1,0.9850627720355988,2.2682562679052354,,0.996875,4643.0,6.3,0.9701171875,3932.05,1884.45,,,
4,guided,inner_selection,2,0.8795565977692604,2.3336516678333283,,0.996875,4662.55,5.2,0.9701171875,3932.05,1884.45,,,
4,guided,inner_selection,3,0.8264122873544693,2.301414194703102,,1.0,4636.4,4.55,0.9701171875,3932.05,1884.45,,,
4,guided,inner_selection,4,0.7831026758998633,2.4047841310501097,,0.99375,4664.8,5.45,0.9701171875,3932.05,1884.45,,,
4,guided,outer_refit,1,,,0.9683397427201272,,,,,,,0.996875,4807.4,4.2
5,vanilla,inner_selection,1,0.5772797170095145,3.0742619574069976,,,,,,,,,,
5,vanilla,inner_selection,2,0.1928200121416012,2.95252326130867,,,,,,,,,,
5,vanilla,inner_selection,3,0.1329939034389099,2.8644876182079315,,,,,,,,,,
5,vanilla,inner_selection,4,0.1127161210926715,2.836610394716262,,,,,,,,,,
5,vanilla,inner_selection,5,0.1002672471571713,2.7860337853431703,,,,,,,,,,
5,vanilla,inner_selection,6,0.0982587327067449,2.795206981897354,,,,,,,,,,
5,vanilla,inner_selection,7,0.0927341351249197,2.7577966272830965,,,,,,,,,,
5,vanilla,inner_selection,8,0.0845873600337654,2.7375961124897,,,,,,,,,,
