method,regime_method,regime,feature,feature_family,mean_gain_share,std_gain_share,mean_split_share,mean_shap_share,folds_seen,mean_train_rows,rank_within_model_regime
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,close_vs_vwap,momentum,0.030656713996885705,0.009361554566515464,0.033342513794119635,0.033568266163247144,18,5432.888888888889,13
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,gk_vol,volatility,0.029777182395009913,0.007670900157121097,0.03056705113983703,0.03945534679960642,18,5432.888888888889,12
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,kurtosis,distribution_shape,0.06914369213494562,0.005823072966718331,0.06513057383061177,0.061340905450793945,18,5432.888888888889,4
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,log_vol_trend,liquidity_volume,0.023136175268265568,0.007165570369611958,0.034427756941252795,0.026388408240699587,18,5432.888888888889,19
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,macd_signal,momentum,0.04914425308822882,0.007709691455339908,0.0488071879373278,0.04322325799188606,18,5432.888888888889,8
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ofi_proxy,microstructure,0.014516937139097639,0.0029789847458968587,0.02377618054301128,0.020811397407949003,18,5432.888888888889,21
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_15h,momentum,0.02977697438271748,0.006099109096651759,0.03344672039339869,0.032050582657402064,18,5432.888888888889,14
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_1h,momentum,0.01119868643709835,0.0030848603368981145,0.017432660499424622,0.014067157925494187,18,5432.888888888889,22
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_5h,momentum,0.025614756869722574,0.006939427939445527,0.03277319452938055,0.02351527604568889,18,5432.888888888889,20
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_60h,momentum,0.0702429268154548,0.008810916938038415,0.06602247575225753,0.06057620230665518,18,5432.888888888889,5
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_autocorr,momentum,0.06349338379449937,0.010094617653283301,0.06550631480783246,0.05486809404051505,18,5432.888888888889,6
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,ret_dispersion,momentum,0.04488432860402295,0.008403280354011155,0.049578195943459705,0.04106975308431148,18,5432.888888888889,9
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,rsi_14,technical_state,0.03246653008377526,0.016481485281144105,0.03377569387146093,0.029008048778230742,18,5432.888888888889,17
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,skewness,distribution_shape,0.06487753783332142,0.010261700526263092,0.06539391351930966,0.05255107647128244,18,5432.888888888889,7
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,spread_proxy,microstructure,0.020522474685328904,0.007859878391708451,0.02468363519934985,0.03022828189208364,18,5432.888888888889,16
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,vol_20h,volatility,0.12891106618591008,0.02220149466478565,0.0850397820146183,0.14272429159338196,18,5432.888888888889,1
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,vol_5h,volatility,0.04030500677454927,0.004976491061725727,0.0476772320449447,0.04028957226502158,18,5432.888888888889,10
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,vol_of_vol,volatility,0.0883805159313213,0.016180509282621665,0.07512649927392763,0.09393296237800038,18,5432.888888888889,2
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,2,volume_zscore,liquidity_volume,0.03349125313279643,0.0108960027402801,0.032565540767977574,0.039904187769779866,18,5432.888888888889,11
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,3,amihud,liquidity_volume,0.024669819789333986,0.009431048261659433,0.03068501298254264,0.03477133850669899,18,4107.777777777777,15
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,3,atr_14,volatility,0.07333020406133149,0.01534929429399674,0.07167757586966002,0.057163592955922854,18,4107.777777777777,6
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,3,bband_pct_b,technical_state,0.03131239271353374,0.01689784802215824,0.030046101356151822,0.040152344633841444,18,4107.777777777777,10
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,3,close_vs_vwap,momentum,0.03305111492765749,0.0068738223189024695,0.03535387613136488,0.03908081842116473,18,4107.777777777777,11
regime_lgbm_hmm_guided_hmm,hmm_guided_hmm,3,gk_vol,volatility,0.02284838222802393,0.010197732585686273,0.027894281665396696,0.02989342780905548,18,4107.777777777777,17
